"File","Line","Pattern","Severity","Code"
"services\subscription_service.dart","121","UnsafePropertyToString","HIGH","'status': SubscriptionStatus.active.toString().split('.').last,"
"services\video_subscription_service.dart","49","FirestoreDataAssertion","HIGH","final state = RoomVideoStateModel.fromJson(snapshot.data()!);"
"services\video_engines\agora_web_engine.dart","385","InvalidIndexing","CRITICAL","final uid = (eventObj['uid'] as JSNumber?)?.toDartInt;"
"services\video_engines\agora_web_engine.dart","407","InvalidIndexing","CRITICAL","final uid = (eventObj['uid'] as JSNumber?)?.toDartInt;"
"shared\error_boundary.dart","38","UnsafePropertyToString","HIGH","final stackTrace = details.stack.toString();"
"shared\gift_selector.dart","54","UnsafeTextInterpolation","MEDIUM","Text('Sent $_selectedAmount coins to ${widget.receiverName}!'),"
"shared\gift_selector.dart","180","InvalidIndexing","CRITICAL","gift['name'],"
"shared\gift_selector.dart","243","UnsafeTextInterpolation","MEDIUM","child: Text('Send $_selectedAmount Coins'),"
"shared\widgets\block_report_dialog.dart","36","UnsafeTextInterpolation","MEDIUM","title: Text('Actions for ${widget.userName}'),"
"shared\widgets\block_report_dialog.dart","139","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('${widget.userName} has been blocked')),"
"shared\widgets\block_report_dialog.dart","146","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Failed to block user: $e')),"
"shared\widgets\block_report_dialog.dart","185","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Failed to submit report: $e')),"
"shared\widgets\camera_permission_request_dialog.dart","57","UnsafeTextInterpolation","MEDIUM","content: Text('Permission request sent to ${widget.ownerName}'),"
"shared\widgets\chat_box_widget.dart","716","UnsafePropertyToString","HIGH","return '${time.month}/${time.day} ${time.hour.toString().padLeft(2, '0')}:${time.minute.toString().padLeft(2, '0')}';"
"shared\widgets\error_boundary.dart","37","UnsafePropertyToString","HIGH","final stackTrace = details.stack.toString();"
"shared\widgets\events_widgets.dart","309","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Error: $e')),"
"shared\widgets\events_widgets.dart","337","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Error: $e')),"
"shared\widgets\events_widgets.dart","355","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Error: $e')),"
"shared\widgets\follow_button.dart","52","UnsafeTextInterpolation","MEDIUM","content: Text('Error: $e'),"
"shared\widgets\friends_list_panel.dart","242","SnapshotDataAssertion","CRITICAL","if (!friendsSnapshot.hasData || friendsSnapshot.data!.docs.isEmpty) {"
"shared\widgets\friends_list_panel.dart","246","SnapshotDataAssertion","CRITICAL","final friendIds = friendsSnapshot.data!.docs.map((d) => d.id).toList();"
"shared\widgets\friends_list_panel.dart","260","SnapshotDataAssertion","CRITICAL","var friends = usersSnapshot.data!.docs;"
"shared\widgets\friends_sidebar_widget.dart","155","UnsafePropertyToString","HIGH","friends.length.toString(),"
"shared\widgets\friends_sidebar_widget.dart","311","UnsafeTextInterpolation","MEDIUM","content: Text('Opening chat with ${friend.name}'),"
"shared\widgets\friends_sidebar_widget.dart","520","UnsafePropertyToString","HIGH","widget.friend.unreadMessages.toString(),"
"shared\widgets\gift_selector.dart","54","UnsafeTextInterpolation","MEDIUM","Text('Sent $_selectedAmount coins to ${widget.receiverName}!'),"
"shared\widgets\gift_selector.dart","180","InvalidIndexing","CRITICAL","gift['name'],"
"shared\widgets\gift_selector.dart","243","UnsafeTextInterpolation","MEDIUM","child: Text('Send $_selectedAmount Coins'),"
"shared\widgets\groups_sidebar_widget.dart","120","UnsafePropertyToString","HIGH","groups.length.toString(),"
"shared\widgets\groups_sidebar_widget.dart","263","UnsafeTextInterpolation","MEDIUM","content: Text('Opening group: ${group.name}'),"
"shared\widgets\groups_sidebar_widget.dart","410","UnsafePropertyToString","HIGH","group.unreadMessages.toString(),"
"shared\widgets\monetization_widgets.dart","93","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Successfully purchased ${package['coins'] + package['bonus']} coins!')),"
"shared\widgets\monetization_widgets.dart","99","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Purchase failed: $e')),"
"shared\widgets\monetization_widgets.dart","227","InvalidIndexing","CRITICAL","package['name'],"
"shared\widgets\monetization_widgets.dart","523","InvalidIndexing","CRITICAL","SnackBar(content: Text('Successfully subscribed to ${plan['name']}!')),"
"shared\widgets\monetization_widgets.dart","523","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Successfully subscribed to ${plan['name']}!')),"
"shared\widgets\monetization_widgets.dart","529","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Subscription failed: $e')),"
"shared\widgets\monetization_widgets.dart","646","UnsafePropertyToString","HIGH","? 'Active until ${subscription.endDate.toString().split(' ')[0]}'"
"shared\widgets\monetization_widgets.dart","700","InvalidIndexing","CRITICAL","plan['name'],"
"shared\widgets\permission_aware_video_view.dart","81","UnsafeTextInterpolation","MEDIUM","content: Text('Request sent. Waiting for ${widget.ownerName} to respond...'),"
"shared\widgets\report_block_sheet.dart","188","UnsafeTextInterpolation","MEDIUM","Text('Reporting: $displayName'),"
"shared\widgets\report_block_sheet.dart","275","UnsafeTextInterpolation","MEDIUM","content: Text('Reported $displayName successfully'),"
"shared\widgets\report_block_sheet.dart","313","UnsafeTextInterpolation","MEDIUM","Text('Block $displayName?'),"
"shared\widgets\report_block_sheet.dart","375","UnsafeTextInterpolation","MEDIUM","content: Text('Blocked $displayName successfully'),"
"shared\widgets\report_block_sheet.dart","409","UnsafeTextInterpolation","MEDIUM","content: Text('Unblock $displayName? They will be able to contact you again.'),"
"shared\widgets\report_block_sheet.dart","456","UnsafeTextInterpolation","MEDIUM","content: Text('Unblocked $displayName successfully'),"
"shared\widgets\social_graph_widgets.dart","44","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Error: $e')),"
"shared\widgets\social_graph_widgets.dart","211","UnsafeTextInterpolation","MEDIUM","child: Text('Error: $error', style: const TextStyle(color: Colors.red)),"
"shared\widgets\social_graph_widgets.dart","254","UnsafeTextInterpolation","MEDIUM","child: Text('Error: $error', style: const TextStyle(color: Colors.red)),"
"shared\widgets\social_graph_widgets.dart","297","UnsafeTextInterpolation","MEDIUM","child: Text('Error: $error', style: const TextStyle(color: Colors.red)),"
"shared\widgets\tip_overlay.dart","294","InvalidIndexing","CRITICAL","final name = gift['name'] as String;"
"shared\widgets\tip_overlay.dart","309","UnsafeTextInterpolation","MEDIUM","content: Text('Sent $name to ${widget.receiverName}!'),"
"shared\widgets\voice_room_controls.dart","364","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Error ending room: $e')),"
"shared\widgets\voice_room_controls.dart","544","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Error leaving room: $e')),"
"shared\widgets\voice_room_controls.dart","590","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Error granting turn: $e')),"
"shared\widgets\voice_room_controls.dart","620","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Error ending turn: $e')),"
"shared\widgets\voice_room_controls.dart","653","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Error: $e')),"
"shared\widgets\voice_room_controls.dart","681","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Error granting turn: $e')),"
"_disabled\speed_dating\speed_dating_page.dart","42","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Failed to load speed dating rounds: $e')),"
"_disabled\speed_dating\speed_dating_page.dart","109","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Failed to submit response: $e')),"
"_disabled\speed_dating\speed_dating_page.dart","148","UnsafeTextInterpolation","MEDIUM","SnackBar(content: Text('Failed to advance to next round: $e')),"
"_disabled\speed_dating\speed_dating_page.dart","190","UnsafeTextInterpolation","MEDIUM","title: Text('Round ${_currentRound!.currentRound}/${_currentRound!.totalRounds}'),"
"_disabled\speed_dating\speed_dating_room_page.dart","300","UnsafeTextInterpolation","MEDIUM",").showSnackBar(SnackBar(content: Text('Failed to toggle microphone: $e')));"
"_disabled\speed_dating\speed_dating_room_page.dart","316","UnsafeTextInterpolation","MEDIUM",").showSnackBar(SnackBar(content: Text('Failed to toggle camera: $e')));"
