"File","Line","Severity","Pattern","Code","Description","Fix"
"lib\features\matching\examples\matching_example.dart","57","MEDIUM","StringInterpolation","Text('Min Score: ${currentFilter.minScore.toInt()}'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\matching\examples\matching_example.dart","67","MEDIUM","StringInterpolation","Text('Max Distance: ${currentFilter.maxDistance.toInt()} miles'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\matching\services\match_service.dart","28","HIGH","UnsafeToString","'error': e.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\matching\services\match_service.dart","83","HIGH","UnsafeToString","'error': e.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\matching\services\match_service.dart","102","HIGH","UnsafeToString","'error': e.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\messages\chat_screen.dart","446","MEDIUM","StringInterpolation","content: Text('Failed to send message: $e'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\messages\chat_screen.dart","474","MEDIUM","StringInterpolation","content: Text('Failed to edit message: $e'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\messages\chat_screen.dart","501","MEDIUM","StringInterpolation","content: Text('Failed to delete message: $e'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\messages\chat_screen.dart","520","MEDIUM","StringInterpolation","content: Text('Failed to add reaction: $e'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\messages\chat_screen.dart","539","MEDIUM","StringInterpolation","content: Text('Failed to remove reaction: $e'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\messages\chat_screen.dart","685","HIGH","UnsafeToString","users.length.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\messages\chat_screen.dart","685","HIGH","PropertyChainToString","users.length.toString(),","Property chain ending in .toString() without null-safety","Use safe navigation: object?.property?.toString()"
"lib\features\messages\chat_screen.dart","822","MEDIUM","StringInterpolation","content: Text('Failed to edit message: $e'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\messages\chat_screen.dart","879","MEDIUM","StringInterpolation","content: Text('Failed to delete message: $e'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\messages\chat_screen.dart","897","HIGH","UnsafeToString","return '${time.hour.toString().padLeft(2, '0')}:${time.minute.toString().padLeft(2, '0')}';","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\messages\chat_screen.dart","897","HIGH","PropertyChainToString","return '${time.hour.toString().padLeft(2, '0')}:${time.minute.toString().padLeft(2, '0')}';","Property chain ending in .toString() without null-safety","Use safe navigation: object?.property?.toString()"
"lib\features\messages\messages_page.dart","79","HIGH","UnsafeToString","count.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\messages\messages_page.dart","434","CRITICAL","NullAssertion","? '${_startDate!.month}/${_startDate!.day}/${_startDate!.year}'","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\features\messages\messages_page.dart","640","HIGH","UnsafeToString","unreadCount.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\messages\messages_page.dart","684","HIGH","UnsafeToString","return '${time.hour.toString().padLeft(2, '0')}:${time.minute.toString().padLeft(2, '0')}';","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\messages\messages_page.dart","684","HIGH","PropertyChainToString","return '${time.hour.toString().padLeft(2, '0')}:${time.minute.toString().padLeft(2, '0')}';","Property chain ending in .toString() without null-safety","Use safe navigation: object?.property?.toString()"
"lib\features\messages\messages_page.dart","793","HIGH","UnsafeToString","return '${time.hour.toString().padLeft(2, '0')}:${time.minute.toString().padLeft(2, '0')}';","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\messages\messages_page.dart","793","HIGH","PropertyChainToString","return '${time.hour.toString().padLeft(2, '0')}:${time.minute.toString().padLeft(2, '0')}';","Property chain ending in .toString() without null-safety","Use safe navigation: object?.property?.toString()"
"lib\features\moderation\screens\admin_report_review_screen.dart","36","MEDIUM","StringInterpolation","child: Text('Error: ${snapshot.error}'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\moderation\screens\admin_report_review_screen.dart","99","HIGH","UnsafeToString","return '${date.month}/${date.day}/${date.year} ${date.hour}:${date.minute.toString().padLeft(2, '0')}';","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\moderation\screens\admin_report_review_screen.dart","99","HIGH","PropertyChainToString","return '${date.month}/${date.day}/${date.year} ${date.hour}:${date.minute.toString().padLeft(2, '0')}';","Property chain ending in .toString() without null-safety","Use safe navigation: object?.property?.toString()"
"lib\features\moderation\screens\admin_report_review_screen.dart","118","MEDIUM","StringInterpolation","SnackBar(content: Text('Error: $e')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\moderation\screens\admin_report_review_screen.dart","142","MEDIUM","StringInterpolation","SnackBar(content: Text('Error: $e')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\moderation\screens\admin_report_review_screen.dart","193","MEDIUM","StringInterpolation","SnackBar(content: Text('Error: $e')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\moderation\screens\blocked_users_screen.dart","52","MEDIUM","StringInterpolation","SnackBar(content: Text('Failed to unblock user: $e')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\moderation\screens\blocked_users_screen.dart","74","MEDIUM","StringInterpolation","child: Text('Error: ${snapshot.error}'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\moderation\screens\moderator_dashboard_page.dart","100","MEDIUM","StringInterpolation","content: Text('Export failed: $e'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\moderation\screens\moderator_dashboard_page.dart","127","HIGH","UnsafeToString","return buffer.toString();","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\moderation\screens\report_user_screen.dart","70","MEDIUM","StringInterpolation","SnackBar(content: Text('Failed to submit report: $e')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\moderation\services\host_moderation_service.dart","42","HIGH","UnsafeToString","error: e.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\moderation\services\host_moderation_service.dart","80","HIGH","UnsafeToString","error: e.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\moderation\services\host_moderation_service.dart","117","HIGH","UnsafeToString","error: e.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\moderation\services\host_moderation_service.dart","154","HIGH","UnsafeToString","error: e.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\moderation\services\host_moderation_service.dart","191","HIGH","UnsafeToString","error: e.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\moderation\services\host_moderation_service.dart","234","HIGH","UnsafeToString","error: e.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\moderation\services\rate_limit_service.dart","38","HIGH","UnsafeToString","recentTimestamps.map((ts) => ts.toString()).toList(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\moderation\services\report_service.dart","44","HIGH","UnsafeToString","error: e.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\moderation\services\report_service.dart","87","HIGH","UnsafeToString","error: e.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\moderation\services\report_service.dart","124","HIGH","UnsafeToString","error: e.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\moderation\widgets\host_moderation_panel.dart","43","MEDIUM","StringInterpolation","SnackBar(content: Text('Action failed: $e')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\moderation\widgets\mod_actions_panel.dart","189","MEDIUM","StringInterpolation","content: Text('Failed to toggle lockdown: $e'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\moderation\widgets\mod_log_viewer.dart","26","MEDIUM","StringInterpolation","return Center(child: Text('Error: ${snapshot.error}'));","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\moderation\widgets\mod_log_viewer.dart","33","CRITICAL","NullAssertion","final logs = snapshot.data!.docs","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\features\moderation\widgets\mod_log_viewer.dart","73","MEDIUM","StringInterpolation","Text('By: ${log.moderatorName}'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\moderation\widgets\mod_log_viewer.dart","74","MEDIUM","StringInterpolation","if (log.reason.isNotEmpty) Text('Reason: ${log.reason}'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\moderation\widgets\mod_stats_card.dart","26","CRITICAL","NullAssertion","final logs = snapshot.data!.docs","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\features\moderation\widgets\mod_stats_card.dart","98","HIGH","UnsafeToString","label: Text(entry.value.toString()),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\moderation\widgets\mod_stats_card.dart","98","HIGH","PropertyChainToString","label: Text(entry.value.toString()),","Property chain ending in .toString() without null-safety","Use safe navigation: object?.property?.toString()"
"lib\features\notifications\notification_center_page.dart","175","HIGH","UnsafeToString","error.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\notifications\notification_center_page.dart","453","MEDIUM","StringInterpolation","SnackBar(content: Text('Error: $e')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\notifications\notification_center_page.dart","470","MEDIUM","StringInterpolation","SnackBar(content: Text('Error: $e')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\notifications\notification_center_page.dart","517","MEDIUM","StringInterpolation","SnackBar(content: Text('Error: $e')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\notifications\notifications_page.dart","93","HIGH","UnsafeToString","error.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\notifications\screens\notifications_page.dart","28","MEDIUM","StringInterpolation","return Center(child: Text('Error: ${snapshot.error}'));","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\notifications\screens\notifications_page.dart","73","MEDIUM","StringInterpolation","error: (error, stack) => Center(child: Text('Error: $error')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\notifications\screens\notifications_paginated_page.dart","66","MEDIUM","StringInterpolation","SnackBar(content: Text('Error: $e')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\onboarding\models\onboarding_data.dart","60","CRITICAL","NullAssertion","name!.isNotEmpty &&","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\features\onboarding\screens\first_recommendation_page.dart","71","MEDIUM","StringInterpolation","SnackBar(content: Text('Error: $e')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\onboarding\screens\interests_selection_page.dart","74","MEDIUM","StringInterpolation","SnackBar(content: Text('Error: $e')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\onboarding\screens\onboarding_page.dart","59","MEDIUM","StringInterpolation","SnackBar(content: Text('Failed to load interests: $e')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\onboarding\screens\onboarding_page.dart","71","HIGH","UnsafeToString","_ageController.text = currentUserProfile.age.toString();","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\onboarding\screens\onboarding_page.dart","71","HIGH","PropertyChainToString","_ageController.text = currentUserProfile.age.toString();","Property chain ending in .toString() without null-safety","Use safe navigation: object?.property?.toString()"
"lib\features\onboarding\screens\onboarding_page.dart","165","MEDIUM","StringInterpolation","SnackBar(content: Text('Failed to complete onboarding: $e')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\onboarding\screens\onboarding_page.dart","189","MEDIUM","StringInterpolation","SnackBar(content: Text('Failed to pick photo: $e')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\onboarding\screens\onboarding_page.dart","573","CRITICAL","NullAssertion","File(_selectedPhoto!.path),","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\features\onboarding\screens\permissions_request_page.dart","91","MEDIUM","StringInterpolation","SnackBar(content: Text('Error: $e')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\onboarding\screens\permissions_screen.dart","105","MEDIUM","StringInterpolation","content: Text('Could not request permission: $e'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\onboarding\screens\profile_essentials_page.dart","72","CRITICAL","NullAssertion","if (!_formKey.currentState!.validate()) return;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\features\onboarding\screens\profile_essentials_page.dart","124","MEDIUM","StringInterpolation","SnackBar(content: Text('Error: $e')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\onboarding\screens\profile_essentials_page.dart","190","CRITICAL","NullAssertion","_selectedPhoto!.path,","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\features\onboarding\screens\profile_setup_screen.dart","49","HIGH","PropertyChainToString","text: (widget.data.age ?? 0) > 0 ? widget.data.age.toString() : '',","Property chain ending in .toString() without null-safety","Use safe navigation: object?.property?.toString()"
"lib\features\payment\coin_purchase_page.dart","40","MEDIUM","StringInterpolation","SnackBar(content: Text('Successfully purchased $coins coins!')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\payment\coin_purchase_page.dart","47","MEDIUM","StringInterpolation","SnackBar(content: Text('Purchase failed: $e')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\payments\models\coin_package.dart","202","HIGH","UnsafeToString","return balance.toString();","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\payments\screens\coin_store_screen.dart","296","CRITICAL","NullAssertion","return 'Buy for ${_selectedPackage!.priceDisplay}';","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\features\payments\screens\membership_upgrade_screen.dart","471","MEDIUM","StringInterpolation","content: Text('✅ Upgraded to ${_selectedTier.displayName}!'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\payments\screens\membership_upgrade_screen.dart","493","MEDIUM","StringInterpolation","content: Text('Error: $e'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\payments\screens\wallet_page.dart","141","HIGH","UnsafeToString","balance.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\payments\screens\wallet_page.dart","452","MEDIUM","StringInterpolation","child: Text('Error: $e',","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\payments\services\membership_service.dart","43","CRITICAL","NullAssertion","return _membershipStreamController!.stream;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\features\payments\services\membership_service.dart","49","CRITICAL","NullAssertion","return _coinBalanceStreamController!.stream;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\features\payments\services\revenuecat_service.dart","141","CRITICAL","NullAssertion","return _tierStreamController!.stream;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\features\payments\widgets\neon_coin_package_card.dart","113","HIGH","UnsafeToString","totalCoins.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\payments\widgets\neon_coin_package_card.dart","422","HIGH","UnsafeToString","totalCoins.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\payments\widgets\neon_coin_package_card.dart","586","HIGH","UnsafeToString","return balance.toString();","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\profile\profile_page.dart","69","HIGH","UnsafeToString","text: 'Error: ${error.toString()}',","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\profile\profile_page.dart","624","HIGH","UnsafeToString","_buildStatColumn('Rooms Created', user.liveSessionsHosted.toString()),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\profile\profile_page.dart","624","HIGH","PropertyChainToString","_buildStatColumn('Rooms Created', user.liveSessionsHosted.toString()),","Property chain ending in .toString() without null-safety","Use safe navigation: object?.property?.toString()"
"lib\features\profile\profile_page.dart","740","HIGH","UnsafeToString","error.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\profile\profile_page.dart","837","HIGH","UnsafeToString","'Matched on ${match.matchedAt.toString().split(' ')[0]}',","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\profile\profile_page.dart","837","HIGH","PropertyChainToString","'Matched on ${match.matchedAt.toString().split(' ')[0]}',","Property chain ending in .toString() without null-safety","Use safe navigation: object?.property?.toString()"
"lib\features\profile\screens\edit_profile_page.dart","91","MEDIUM","StringInterpolation","SnackBar(content: Text('Failed to upload avatar: $e'), backgroundColor: Colors.red),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\profile\screens\edit_profile_page.dart","139","MEDIUM","StringInterpolation","SnackBar(content: Text('Failed to upload cover photo: $e'), backgroundColor: Colors.red),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\profile\screens\edit_profile_page.dart","150","CRITICAL","NullAssertion","if (!_formKey.currentState!.validate()) return;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\features\profile\screens\edit_profile_page.dart","210","MEDIUM","StringInterpolation","SnackBar(content: Text('Failed to update profile: $e'), backgroundColor: Colors.red),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\profile\screens\followers_list_page.dart","77","HIGH","UnsafeToString","error.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\profile\screens\following_list_page.dart","77","HIGH","UnsafeToString","error.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\profile\screens\profile_page.dart","389","MEDIUM","StringInterpolation","SnackBar(content: Text('Failed to delete account: $e')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\profile\screens\suggested_users_page.dart","219","MEDIUM","StringInterpolation","content: Text('Error: $e'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\profile\screens\suggested_users_page.dart","266","CRITICAL","NullAssertion","children: user.interests!.take(5).map((interest) {","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\features\profile\screens\user_discovery_page.dart","216","CRITICAL","NullAssertion","children: user.interests!.take(3).map((interest) {","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\features\profile\screens\user_profile_page.dart","250","CRITICAL","NullAssertion","children: profile.interests!.map((interest) {","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\features\reporting\moderation_page.dart","68","HIGH","UnsafeToString","snapshot.error.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\reporting\moderation_page.dart","68","HIGH","PropertyChainToString","snapshot.error.toString(),","Property chain ending in .toString() without null-safety","Use safe navigation: object?.property?.toString()"
"lib\features\reporting\moderation_page.dart","141","MEDIUM","StringInterpolation","Text('Type: ${_getTypeText(type)}'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\reporting\moderation_page.dart","282","MEDIUM","StringInterpolation","SnackBar(content: Text('Report marked as ${_getStatusText(newStatus).toLowerCase()}')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\reporting\moderation_page.dart","288","MEDIUM","StringInterpolation","SnackBar(content: Text('Error updating report: $e')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\reporting\report_dialog.dart","69","MEDIUM","StringInterpolation","SnackBar(content: Text('Error submitting report: $e')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\room\room_page.dart","55","HIGH","UnsafeToString","ScaffoldMessenger.of(context).showSnackBar(SnackBar(content: Text('Failed to join video: ${e.toString()}')));","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\room\room_page.dart","55","MEDIUM","StringInterpolation","ScaffoldMessenger.of(context).showSnackBar(SnackBar(content: Text('Failed to join video: ${e.toString()}')));","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\room\room_page.dart","86","HIGH","UnsafeToString","ScaffoldMessenger.of(context).showSnackBar(SnackBar(content: Text('Failed to send message: ${e.toString()}')));","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\room\room_page.dart","86","MEDIUM","StringInterpolation","ScaffoldMessenger.of(context).showSnackBar(SnackBar(content: Text('Failed to send message: ${e.toString()}')));","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\room\room_page.dart","231","HIGH","UnsafeToString","text: 'Error loading messages: ${error.toString()}',","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\room\room_page.dart","258","MEDIUM","StringInterpolation","messenger.showSnackBar(SnackBar(content: Text('Failed to toggle microphone: $e')));","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\room\room_page.dart","276","MEDIUM","StringInterpolation","messenger.showSnackBar(SnackBar(content: Text('Failed to toggle camera: $e')));","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\room\providers\voice_room_providers.dart","26","HIGH","UnsafeToString","id: DateTime.now().millisecondsSinceEpoch.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\room\providers\voice_room_providers.dart","26","HIGH","PropertyChainToString","id: DateTime.now().millisecondsSinceEpoch.toString(),","Property chain ending in .toString() without null-safety","Use safe navigation: object?.property?.toString()"
"lib\features\room\screens\message_bubble.dart","74","CRITICAL","NullAssertion","repliedMessage!.senderName,","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\features\room\screens\message_bubble.dart","83","CRITICAL","NullAssertion","repliedMessage!.content,","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\features\room\screens\room_page.dart","83","HIGH","UnsafeToString","_videoInitError = e.toString();","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\room\screens\room_page.dart","552","CRITICAL","NullAssertion","if (!snapshot.hasData || snapshot.data!.isEmpty) {","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\features\room\screens\room_page.dart","561","CRITICAL","NullAssertion","final messages = snapshot.data!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\features\room\screens\room_page.dart","1101","MEDIUM","StringInterpolation","content: Text('Failed to send message: $e'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\room\screens\voice_room_page.dart","216","CRITICAL","NullAssertion","final roomData = roomDoc.data()!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\features\room\screens\voice_room_page.dart","262","HIGH","UnsafeToString","_errorMessage = e.toString();","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\room\screens\voice_room_page.dart","1366","MEDIUM","StringInterpolation","title: Text('Max Users: ${room.maxUsers}', style: const TextStyle(color: Colors.white, fontSize: 13)),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\room\screens\voice_room_page.dart","1367","MEDIUM","StringInterpolation","subtitle: Text('Current: $participantCount', style: TextStyle(color: Colors.grey[500], fontSize: 11)),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\room\screens\voice_room_page.dart","1374","MEDIUM","StringInterpolation","title: Text('Slow Mode: ${room.slowModeSeconds}s',","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\room\screens\voice_room_page.dart","1473","MEDIUM","StringInterpolation","content: Text('Failed to delete room: $e'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\room\screens\voice_room_page.dart","1505","MEDIUM","StringInterpolation","content: Text('Turn-based speaking ${value ? 'enabled' : 'disabled'}'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\room\screens\voice_room_page.dart","1518","MEDIUM","StringInterpolation","content: Text('Could not update setting: $e'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\room\screens\voice_room_page.dart","1884","MEDIUM","StringInterpolation","SnackBar(content: Text('Failed to raise hand: $e')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\room\screens\voice_room_page.dart","1901","MEDIUM","StringInterpolation","SnackBar(content: Text('Failed to lower hand: $e')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\room\screens\voice_room_page.dart","1923","MEDIUM","StringInterpolation","SnackBar(content: Text('Failed to approve: $e')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\room\screens\voice_room_page.dart","1942","MEDIUM","StringInterpolation","SnackBar(content: Text('${participant.displayName} promoted to moderator')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\room\screens\voice_room_page.dart","1949","MEDIUM","StringInterpolation","SnackBar(content: Text('${participant.displayName} removed as moderator')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\room\screens\voice_room_page.dart","1956","MEDIUM","StringInterpolation","SnackBar(content: Text('${participant.displayName} muted')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\room\screens\voice_room_page.dart","1963","MEDIUM","StringInterpolation","SnackBar(content: Text('${participant.displayName} unmuted')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\room\screens\voice_room_page.dart","1970","MEDIUM","StringInterpolation","SnackBar(content: Text('${participant.displayName} spotlighted')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\room\screens\voice_room_page.dart","1982","MEDIUM","StringInterpolation","SnackBar(content: Text('${participant.displayName} kicked from room')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
